Provider,inp_claims,inp_total_reimbursed,inp_mean_reimbursed,inp_max_reimbursed,inp_mean_deductible,inp_mean_los,inp_unique_bene,outp_claims,outp_total_reimbursed,outp_mean_reimbursed,outp_mean_deductible,outp_unique_bene,avg_age,pct_male,pct_female,pct_renal,mean_ChronicCond_Alzheimer,mean_ChronicCond_Heartfailure,mean_ChronicCond_KidneyDisease,mean_ChronicCond_Cancer,mean_ChronicCond_ObstrPulmonary,mean_ChronicCond_Depression,mean_ChronicCond_Diabetes,mean_ChronicCond_IschemicHeart,mean_ChronicCond_Osteoporasis,mean_ChronicCond_rheumatoidarthritis,mean_ChronicCond_stroke,PotentialFraud,FraudLabel
PRV51899,,,,,,,,23.0,5500.0,239.1304347826087,0.0,16.0,,,,,,,,,,,,,,,,No,0
PRV51901,,,,,,,,7.0,3600.0,514.2857142857143,0.0,7.0,,,,,,,,,,,,,,,,No,0
PRV51902,,,,,,,,4.0,1300.0,325.0,0.0,1.0,,,,,,,,,,,,,,,,No,0
PRV51905,,,,,,,,257.0,82540.0,321.16731517509726,2.6070038910505837,85.0,,,,,,,,,,,,,,,,No,0
PRV51906,,,,,,,,22.0,2730.0,124.0909090909091,0.0,8.0,,,,,,,,,,,,,,,,No,0
PRV51908,,,,,,,,22.0,14270.0,648.6363636363636,7.2727272727272725,22.0,,,,,,,,,,,,,,,,No,0
PRV51909,,,,,,,,16.0,3460.0,216.25,0.0,16.0,,,,,,,,,,,,,,,,No,0
PRV51910,,,,,,,,82.0,27950.0,340.8536585365854,1.4634146341463414,49.0,,,,,,,,,,,,,,,,No,0
PRV51911,,,,,,,,93.0,25540.0,274.6236559139785,2.2580645161290325,56.0,,,,,,,,,,,,,,,,No,0
PRV51913,,,,,,,,1.0,70.0,70.0,0.0,1.0,,,,,,,,,,,,,,,,No,0
PRV51914,,,,,,,,11.0,1680.0,152.72727272727272,0.0,11.0,,,,,,,,,,,,,,,,No,0
PRV51915,,,,,,,,20.0,6170.0,308.5,0.0,16.0,,,,,,,,,,,,,,,,No,0
PRV51916,,,,,,,,43.0,7290.0,169.53488372093022,0.0,13.0,,,,,,,,,,,,,,,,No,0
PRV51917,,,,,,,,11.0,970.0,88.18181818181819,0.0,9.0,,,,,,,,,,,,,,,,No,0
PRV51918,,,,,,,,1.0,50.0,50.0,0.0,1.0,,,,,,,,,,,,,,,,No,0
PRV51919,6.0,101000.0,16833.333333333332,40000.0,1068.0,5.666666666666667,6.0,,,,,,69.93246634725074,0.5,0.5,0.16666666666666666,1.6666666666666667,1.1666666666666667,1.1666666666666667,2.0,1.3333333333333333,1.8333333333333333,1.3333333333333333,1.3333333333333333,1.5,1.5,2.0,No,0
PRV51920,9.0,100000.0,11111.111111111111,57000.0,1068.0,6.0,9.0,9.0,700.0,77.77777777777777,11.11111111111111,9.0,73.66035439957412,0.3333333333333333,0.6666666666666666,0.2222222222222222,1.7777777777777777,1.1111111111111112,1.3333333333333333,1.6666666666666667,1.5555555555555556,1.6666666666666667,1.2222222222222223,1.1111111111111112,1.7777777777777777,1.8888888888888888,1.7777777777777777,Yes,1
PRV51921,,,,,,,,70.0,19290.0,275.57142857142856,2.4285714285714284,24.0,,,,,,,,,,,,,,,,No,0
PRV51922,,,,,,,,24.0,5090.0,212.08333333333334,4.166666666666667,11.0,,,,,,,,,,,,,,,,No,0
PRV51923,,,,,,,,9.0,1040.0,115.55555555555556,11.11111111111111,7.0,,,,,,,,,,,,,,,,No,0
PRV51924,,,,,,,,50.0,15710.0,314.2,2.0,25.0,,,,,,,,,,,,,,,,No,0
PRV51925,,,,,,,,4.0,1960.0,490.0,0.0,3.0,,,,,,,,,,,,,,,,No,0
PRV51926,,,,,,,,32.0,13870.0,433.4375,4.375,30.0,,,,,,,,,,,,,,,,No,0
PRV51927,5.0,64000.0,12800.0,23000.0,1068.0,11.4,5.0,1.0,50.0,50.0,0.0,1.0,79.61779603011635,0.2,0.8,0.0,1.6,1.2,1.2,1.8,1.2,1.4,1.0,1.4,2.0,1.6,1.8,No,0
PRV51928,,,,,,,,30.0,7140.0,238.0,1.6666666666666667,30.0,,,,,,,,,,,,,,,,No,0
PRV51929,8.0,71000.0,8875.0,22000.0,1068.0,3.125,8.0,103.0,35630.0,345.92233009708735,5.048543689320389,101.0,78.88809034907598,0.375,0.625,0.25,1.75,1.125,1.25,1.875,1.5,1.5,1.0,1.0,1.375,1.75,1.875,No,0
PRV51930,,,,,,,,6.0,1010.0,168.33333333333334,0.0,6.0,,,,,,,,,,,,,,,,No,0
PRV51931,1.0,5000.0,5000.0,5000.0,1068.0,3.0,1.0,45.0,13430.0,298.44444444444446,2.0,45.0,77.25119780971937,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,No,0
PRV51932,2.0,27000.0,13500.0,16000.0,1068.0,13.5,2.0,19.0,4970.0,261.57894736842104,4.2105263157894735,19.0,76.25325119780973,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,2.0,2.0,2.0,No,0
PRV51933,,,,,,,,57.0,14370.0,252.10526315789474,3.8596491228070176,56.0,,,,,,,,,,,,,,,,No,0
PRV51934,,,,,,,,111.0,27270.0,245.67567567567568,4.954954954954955,111.0,,,,,,,,,,,,,,,,No,0
PRV51935,3.0,22000.0,7333.333333333333,12000.0,1068.0,7.666666666666667,3.0,54.0,16280.0,301.48148148148147,1.8518518518518519,52.0,66.22496007300936,1.0,0.0,0.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,2.0,2.0,No,0
PRV51936,,,,,,,,20.0,4770.0,238.5,3.0,20.0,,,,,,,,,,,,,,,,No,0
PRV51937,,,,,,,,90.0,18270.0,203.0,1.7777777777777777,87.0,,,,,,,,,,,,,,,,No,0
PRV51938,2.0,11000.0,5500.0,8000.0,1068.0,3.5,2.0,104.0,31020.0,298.2692307692308,1.5384615384615385,93.0,40.83504449007529,0.5,0.5,0.5,2.0,1.5,1.0,2.0,2.0,1.0,1.0,1.5,1.5,2.0,2.0,No,0
PRV51940,193.0,1964000.0,10176.165803108808,71000.0,1068.0,5.787564766839378,170.0,58.0,28270.0,487.41379310344826,1.3793103448275863,57.0,75.81094643813414,0.46632124352331605,0.533678756476684,0.26424870466321243,1.549222797927461,1.3367875647668395,1.378238341968912,1.849740932642487,1.5233160621761659,1.4300518134715026,1.217616580310881,1.1554404145077721,1.6528497409326426,1.7202072538860103,1.849740932642487,Yes,1
PRV51941,2.0,11200.0,5600.0,11000.0,1068.0,2.5,2.0,25.0,6790.0,271.6,1.6,25.0,82.83504449007529,0.5,0.5,0.0,2.0,2.0,2.0,2.0,2.0,1.5,1.5,1.5,2.0,2.0,2.0,No,0
PRV51942,,,,,,,,53.0,11880.0,224.1509433962264,0.9433962264150944,52.0,,,,,,,,,,,,,,,,No,0
PRV51943,1.0,9000.0,9000.0,9000.0,1068.0,2.0,1.0,88.0,19970.0,226.9318181818182,2.272727272727273,84.0,88.99931553730322,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,No,0
PRV51944,5.0,49000.0,9800.0,22000.0,1068.0,8.4,5.0,119.0,47100.0,395.79831932773106,2.3529411764705883,106.0,73.40232717316906,0.4,0.6,0.6,1.2,1.2,1.2,1.8,1.2,1.4,1.0,1.0,1.4,1.4,2.0,No,0
PRV51946,23.0,182000.0,7913.04347826087,28000.0,1068.0,4.6521739130434785,22.0,68.0,19370.0,284.8529411764706,1.7647058823529411,67.0,72.70541320715412,0.4782608695652174,0.5217391304347826,0.08695652173913043,1.4782608695652173,1.391304347826087,1.3043478260869565,1.826086956521739,1.5217391304347827,1.3478260869565217,1.173913043478261,1.1304347826086956,1.6956521739130435,1.608695652173913,1.7391304347826086,No,0
PRV51947,1.0,22000.0,22000.0,22000.0,1068.0,14.0,1.0,27.0,2090.0,77.4074074074074,5.185185185185185,26.0,72.83778234086242,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,No,0
PRV51948,143.0,1410800.0,9865.734265734265,69000.0,1068.0,5.5874125874125875,130.0,372.0,109150.0,293.4139784946237,2.7688172043010755,236.0,75.20202179750434,0.36363636363636365,0.6363636363636364,0.25874125874125875,1.5384615384615385,1.3356643356643356,1.3916083916083917,1.8881118881118881,1.5944055944055944,1.4825174825174825,1.2377622377622377,1.132867132867133,1.6643356643356644,1.6993006993006994,1.8111888111888113,Yes,1
PRV51949,19.0,246000.0,12947.368421052632,103000.0,1068.0,6.2631578947368425,18.0,52.0,14140.0,271.9230769230769,2.3076923076923075,50.0,78.91523469865629,0.42105263157894735,0.5789473684210527,0.21052631578947367,1.4736842105263157,1.5263157894736843,1.631578947368421,1.736842105263158,1.5263157894736843,1.631578947368421,1.105263157894737,1.3157894736842106,1.5263157894736843,1.4210526315789473,1.894736842105263,No,0
PRV51950,3.0,23000.0,7666.666666666667,19000.0,1068.0,7.666666666666667,3.0,66.0,22770.0,345.0,0.45454545454545453,65.0,83.17043121149898,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,2.0,1.6666666666666667,No,0
PRV51951,48.0,458000.0,9541.666666666666,45000.0,1068.0,5.270833333333333,35.0,54.0,15010.0,277.962962962963,3.7037037037037037,53.0,76.42105863563769,0.375,0.625,0.10416666666666667,1.3333333333333333,1.1041666666666667,1.4583333333333333,1.75,1.4375,1.4166666666666667,1.2291666666666667,1.1041666666666667,1.7291666666666667,1.4791666666666667,1.8125,Yes,1
PRV51952,,,,,,,,19.0,2470.0,130.0,13.68421052631579,19.0,,,,,,,,,,,,,,,,No,0
PRV51954,23.0,272000.0,11826.08695652174,57000.0,1068.0,5.739130434782608,23.0,620.0,178930.0,288.5967741935484,2.370967741935484,555.0,74.19813707109485,0.5652173913043478,0.43478260869565216,0.17391304347826086,1.4782608695652173,1.391304347826087,1.5217391304347827,1.826086956521739,1.6521739130434783,1.6521739130434783,1.3043478260869565,1.2608695652173914,1.7391304347826086,1.8695652173913044,2.0,No,0
PRV51956,2.0,18000.0,9000.0,11000.0,1068.0,12.0,2.0,12.0,6110.0,509.1666666666667,8.333333333333334,12.0,75.378507871321,0.5,0.5,0.0,2.0,1.5,2.0,1.5,1.0,1.5,1.0,1.5,1.5,1.0,2.0,No,0
PRV51957,24.0,199000.0,8291.666666666666,19000.0,1068.0,4.875,23.0,55.0,11190.0,203.45454545454547,1.2727272727272727,55.0,72.01232032854209,0.4583333333333333,0.5416666666666666,0.20833333333333334,1.5416666666666667,1.4583333333333333,1.5,1.7083333333333333,1.5833333333333333,1.4583333333333333,1.2083333333333333,1.2083333333333333,1.4583333333333333,1.625,1.9166666666666667,No,0
PRV51958,1.0,3000.0,3000.0,3000.0,1068.0,1.0,1.0,28.0,8000.0,285.7142857142857,8.571428571428571,28.0,84.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,No,0
PRV51959,,,,,,,,751.0,213350.0,284.08788282290277,2.729693741677763,398.0,,,,,,,,,,,,,,,,No,0
PRV51960,21.0,263000.0,12523.809523809523,57000.0,1068.0,4.761904761904762,20.0,27.0,3640.0,134.8148148148148,1.4814814814814814,25.0,77.43528568169225,0.5238095238095238,0.47619047619047616,0.19047619047619047,1.6666666666666667,1.380952380952381,1.380952380952381,1.7619047619047619,1.5714285714285714,1.5238095238095237,1.1428571428571428,1.0952380952380953,1.4761904761904763,1.7142857142857142,1.8571428571428572,No,0
PRV51961,,,,,,,,159.0,46610.0,293.1446540880503,1.5723270440251573,137.0,,,,,,,,,,,,,,,,No,0
PRV51963,,,,,,,,54.0,13630.0,252.40740740740742,6.111111111111111,48.0,,,,,,,,,,,,,,,,No,0
PRV51964,,,,,,,,17.0,2440.0,143.52941176470588,3.5294117647058822,17.0,,,,,,,,,,,,,,,,No,0
PRV51965,,,,,,,,19.0,2680.0,141.05263157894737,0.0,18.0,,,,,,,,,,,,,,,,No,0
PRV51966,,,,,,,,3.0,2450.0,816.6666666666666,0.0,3.0,,,,,,,,,,,,,,,,No,0
PRV51967,,,,,,,,57.0,16830.0,295.2631578947368,3.1578947368421053,53.0,,,,,,,,,,,,,,,,No,0
PRV51968,,,,,,,,1.0,90.0,90.0,0.0,1.0,,,,,,,,,,,,,,,,No,0
PRV51969,,,,,,,,42.0,15450.0,367.85714285714283,1.9047619047619047,39.0,,,,,,,,,,,,,,,,No,0
PRV51970,,,,,,,,35.0,25410.0,726.0,0.5714285714285714,32.0,,,,,,,,,,,,,,,,No,0
PRV51972,,,,,,,,35.0,9460.0,270.2857142857143,2.0,34.0,,,,,,,,,,,,,,,,No,0
PRV51973,,,,,,,,74.0,19060.0,257.56756756756755,2.7027027027027026,63.0,,,,,,,,,,,,,,,,No,0
PRV51974,,,,,,,,4.0,710.0,177.5,12.5,4.0,,,,,,,,,,,,,,,,No,0
PRV51976,7.0,61000.0,8714.285714285714,19000.0,1068.0,6.714285714285714,7.0,,,,,,77.5856067272905,0.2857142857142857,0.7142857142857143,0.14285714285714285,1.4285714285714286,1.4285714285714286,1.7142857142857142,1.8571428571428572,1.4285714285714286,1.7142857142857142,1.2857142857142858,1.0,1.7142857142857142,1.7142857142857142,1.8571428571428572,No,0
PRV51977,1.0,8000.0,8000.0,8000.0,1068.0,3.0,1.0,,,,,,74.16837782340862,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,No,0
PRV51978,4.0,31000.0,7750.0,12000.0,1068.0,5.25,4.0,,,,,,82.29295003422314,0.75,0.25,0.25,1.25,1.0,1.5,1.75,1.5,1.0,1.0,1.0,1.75,1.5,2.0,No,0
PRV51979,13.0,136000.0,10461.538461538461,22000.0,1068.0,5.076923076923077,12.0,,,,,,82.25240878218291,0.23076923076923078,0.7692307692307693,0.15384615384615385,1.5384615384615385,1.0769230769230769,1.2307692307692308,1.8461538461538463,1.6923076923076923,1.4615384615384615,1.3846153846153846,1.0,1.5384615384615385,1.6153846153846154,1.5384615384615385,Yes,1
PRV51981,5.0,18000.0,3600.0,6000.0,1068.0,3.2,5.0,,,,,,76.02026009582478,0.4,0.6,0.2,1.4,1.2,1.4,2.0,1.2,1.2,1.2,1.0,1.4,1.4,1.8,No,0
PRV51983,,,,,,,,40.0,7050.0,176.25,7.0,39.0,,,,,,,,,,,,,,,,No,0
PRV51984,,,,,,,,525.0,160780.0,306.247619047619,2.704761904761905,337.0,,,,,,,,,,,,,,,,No,0
PRV51987,,,,,,,,2.0,30.0,15.0,0.0,2.0,,,,,,,,,,,,,,,,No,0
PRV51988,,,,,,,,37.0,12230.0,330.5405405405405,5.135135135135135,32.0,,,,,,,,,,,,,,,,No,0
PRV51989,,,,,,,,18.0,4060.0,225.55555555555554,0.0,18.0,,,,,,,,,,,,,,,,No,0
PRV51990,,,,,,,,89.0,18690.0,210.0,1.797752808988764,49.0,,,,,,,,,,,,,,,,No,0
PRV51991,,,,,,,,31.0,9570.0,308.7096774193548,0.0,30.0,,,,,,,,,,,,,,,,No,0
PRV51992,,,,,,,,61.0,10790.0,176.88524590163934,3.1147540983606556,54.0,,,,,,,,,,,,,,,,No,0
PRV51993,,,,,,,,2.0,230.0,115.0,0.0,2.0,,,,,,,,,,,,,,,,No,0
PRV51994,,,,,,,,33.0,11780.0,356.969696969697,0.9090909090909091,31.0,,,,,,,,,,,,,,,,No,0
PRV51995,,,,,,,,20.0,9700.0,485.0,0.0,20.0,,,,,,,,,,,,,,,,No,0
PRV51996,,,,,,,,41.0,10070.0,245.609756097561,4.390243902439025,38.0,,,,,,,,,,,,,,,,No,0
PRV51998,,,,,,,,28.0,5360.0,191.42857142857142,6.428571428571429,28.0,,,,,,,,,,,,,,,,No,0
PRV51999,,,,,,,,17.0,2660.0,156.47058823529412,0.0,17.0,,,,,,,,,,,,,,,,No,0
PRV52001,,,,,,,,1177.0,320620.0,272.4044180118946,2.421410365335599,744.0,,,,,,,,,,,,,,,,No,0
PRV52002,24.0,299000.0,12458.333333333334,57000.0,1068.0,6.958333333333333,24.0,164.0,44260.0,269.8780487804878,4.390243902439025,156.0,75.3777093315081,0.5,0.5,0.20833333333333334,1.4166666666666667,1.375,1.4166666666666667,1.7916666666666667,1.7083333333333333,1.5,1.2916666666666667,1.0833333333333333,1.6666666666666667,1.7916666666666667,1.9583333333333333,Yes,1
PRV52003,77.0,778000.0,10103.896103896104,57000.0,1068.0,4.584415584415584,68.0,77.0,28950.0,375.97402597402595,2.4675324675324677,76.0,75.34664924397984,0.37662337662337664,0.6233766233766234,0.2857142857142857,1.4805194805194806,1.2987012987012987,1.3766233766233766,1.8311688311688312,1.4935064935064934,1.4415584415584415,1.1688311688311688,1.1168831168831168,1.7402597402597402,1.7402597402597402,1.8311688311688312,No,0
PRV52004,,,,,,,,47.0,15680.0,333.6170212765957,4.042553191489362,41.0,,,,,,,,,,,,,,,,No,0
PRV52007,,,,,,,,18.0,1910.0,106.11111111111111,2.2222222222222223,18.0,,,,,,,,,,,,,,,,No,0
PRV52008,,,,,,,,25.0,4830.0,193.2,4.0,24.0,,,,,,,,,,,,,,,,No,0
PRV52009,,,,,,,,35.0,5770.0,164.85714285714286,5.714285714285714,33.0,,,,,,,,,,,,,,,,No,0
PRV52010,,,,,,,,7.0,1400.0,200.0,0.0,7.0,,,,,,,,,,,,,,,,No,0
PRV52011,,,,,,,,26.0,7070.0,271.9230769230769,0.0,23.0,,,,,,,,,,,,,,,,No,0
PRV52012,1.0,8000.0,8000.0,8000.0,1068.0,8.0,1.0,,,,,,95.16769336071184,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,No,0
PRV52013,,,,,,,,62.0,14210.0,229.19354838709677,3.225806451612903,56.0,,,,,,,,,,,,,,,,No,0
PRV52014,,,,,,,,351.0,93890.0,267.4928774928775,2.7065527065527064,299.0,,,,,,,,,,,,,,,,No,0
PRV52017,23.0,235000.0,10217.391304347826,32000.0,1068.0,4.478260869565218,22.0,257.0,69770.0,271.47859922178986,3.190661478599222,240.0,69.84650180043448,0.5217391304347826,0.4782608695652174,0.30434782608695654,1.565217391304348,1.173913043478261,1.3043478260869565,1.826086956521739,1.5217391304347827,1.434782608695652,1.3043478260869565,1.0869565217391304,1.6521739130434783,1.4782608695652173,1.9130434782608696,No,0
PRV52019,516.0,5580870.0,10815.639534883721,98000.0,1068.0,5.89922480620155,458.0,1445.0,415180.0,287.3217993079585,2.2768166089965396,1288.0,73.86694363529281,0.42441860465116277,0.5755813953488372,0.25387596899224807,1.4573643410852712,1.2577519379844961,1.3934108527131783,1.8352713178294573,1.4515503875968991,1.494186046511628,1.186046511627907,1.12015503875969,1.6162790697674418,1.6104651162790697,1.8352713178294573,Yes,1
PRV52020,92.0,1027300.0,11166.304347826086,57000.0,1068.0,5.206521739130435,89.0,514.0,137520.0,267.5486381322957,2.412451361867704,490.0,77.08927774305866,0.3804347826086957,0.6195652173913043,0.2391304347826087,1.5978260869565217,1.2391304347826086,1.423913043478261,1.7934782608695652,1.5217391304347827,1.5108695652173914,1.1521739130434783,1.1521739130434783,1.6304347826086956,1.673913043478261,1.923913043478261,Yes,1
PRV52021,181.0,1811500.0,10008.28729281768,82000.0,1068.0,5.762430939226519,153.0,432.0,140350.0,324.88425925925924,2.986111111111111,419.0,75.15538059529347,0.4530386740331492,0.5469613259668509,0.26519337016574585,1.441988950276243,1.281767955801105,1.4475138121546962,1.8176795580110496,1.4861878453038675,1.4143646408839778,1.1878453038674033,1.138121546961326,1.569060773480663,1.6077348066298343,1.7624309392265194,Yes,1
PRV52022,,,,,,,,66.0,17770.0,269.24242424242425,1.0606060606060606,66.0,,,,,,,,,,,,,,,,No,0
PRV52024,,,,,,,,2.0,2100.0,1050.0,15.0,2.0,,,,,,,,,,,,,,,,No,0
PRV52025,,,,,,,,119.0,35190.0,295.7142857142857,2.436974789915966,117.0,,,,,,,,,,,,,,,,No,0
PRV52026,,,,,,,,24.0,6960.0,290.0,0.0,23.0,,,,,,,,,,,,,,,,No,0
PRV52027,46.0,375000.0,8152.173913043478,51000.0,1068.0,5.456521739130435,46.0,135.0,27620.0,204.59259259259258,2.740740740740741,133.0,72.11094247537422,0.32608695652173914,0.6739130434782609,0.17391304347826086,1.5,1.3478260869565217,1.391304347826087,1.826086956521739,1.5434782608695652,1.5434782608695652,1.1956521739130435,1.2173913043478262,1.7173913043478262,1.608695652173913,1.826086956521739,No,0
PRV52028,4.0,66000.0,16500.0,46000.0,1068.0,3.5,4.0,14.0,3530.0,252.14285714285714,12.142857142857142,14.0,72.42026009582477,0.25,0.75,0.25,1.5,1.25,1.0,2.0,1.5,1.25,1.5,1.5,2.0,2.0,2.0,No,0
PRV52029,11.0,125000.0,11363.636363636364,35000.0,1068.0,4.454545454545454,11.0,157.0,41610.0,265.03184713375794,2.5477707006369426,148.0,77.82116856449505,0.5454545454545454,0.45454545454545453,0.36363636363636365,1.3636363636363635,1.2727272727272727,1.5454545454545454,1.7272727272727273,1.2727272727272727,1.7272727272727273,1.1818181818181819,1.2727272727272727,1.8181818181818181,1.5454545454545454,2.0,No,0
PRV52030,4.0,54000.0,13500.0,28000.0,1068.0,13.25,4.0,2271.0,627360.0,276.24834874504626,2.404227212681638,1175.0,79.89801505817933,0.5,0.5,0.25,1.5,1.0,1.25,1.5,1.5,1.5,1.25,1.0,1.0,1.5,2.0,Yes,1
PRV52031,1.0,11000.0,11000.0,11000.0,1068.0,1.0,1.0,124.0,26770.0,215.88709677419354,0.3225806451612903,111.0,70.58726899383984,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,No,0
PRV52032,56.0,535500.0,9562.5,26000.0,1068.0,4.732142857142857,55.0,571.0,163140.0,285.7092819614711,2.8021015761821366,513.0,75.51456927740296,0.48214285714285715,0.5178571428571429,0.35714285714285715,1.3035714285714286,1.2142857142857142,1.3392857142857142,1.7678571428571428,1.5714285714285714,1.5178571428571428,1.125,1.1071428571428572,1.6428571428571428,1.6071428571428572,1.8571428571428572,Yes,1
PRV52037,,,,,,,,171.0,52660.0,307.953216374269,1.871345029239766,159.0,,,,,,,,,,,,,,,,No,0
PRV52038,22.0,173000.0,7863.636363636364,18000.0,1068.0,3.8636363636363638,21.0,237.0,67630.0,285.3586497890295,5.0210970464135025,198.0,74.05886379192334,0.5,0.5,0.18181818181818182,1.5909090909090908,1.2272727272727273,1.4090909090909092,1.8181818181818181,1.3636363636363635,1.5909090909090908,1.1818181818181819,1.0909090909090908,1.6363636363636365,1.6818181818181819,1.7727272727272727,No,0
PRV52039,,,,,,,,50.0,10170.0,203.4,0.0,46.0,,,,,,,,,,,,,,,,No,0
PRV52041,,,,,,,,1885.0,604980.0,320.9442970822281,2.9124668435013263,918.0,,,,,,,,,,,,,,,,Yes,1
PRV52042,1.0,9000.0,9000.0,9000.0,1068.0,3.0,1.0,51.0,18720.0,367.05882352941177,0.0,49.0,69.58521560574948,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,No,0
PRV52044,43.0,401000.0,9325.581395348838,48000.0,1068.0,6.0,39.0,36.0,7830.0,217.5,0.0,36.0,78.04886745300288,0.4186046511627907,0.5813953488372093,0.32558139534883723,1.4651162790697674,1.255813953488372,1.4651162790697674,1.744186046511628,1.4186046511627908,1.627906976744186,1.1395348837209303,1.186046511627907,1.5813953488372092,1.7209302325581395,1.8604651162790697,No,0
PRV52045,46.0,522700.0,11363.04347826087,82000.0,1068.0,5.391304347826087,44.0,197.0,54330.0,275.78680203045684,2.3857868020304567,187.0,77.55140910037794,0.43478260869565216,0.5652173913043478,0.2826086956521739,1.608695652173913,1.2608695652173914,1.2826086956521738,1.8043478260869565,1.6521739130434783,1.4782608695652173,1.1956521739130435,1.108695652173913,1.608695652173913,1.565217391304348,1.826086956521739,Yes,1
PRV52046,,,,,,,,101.0,28190.0,279.1089108910891,2.871287128712871,98.0,,,,,,,,,,,,,,,,No,0
PRV52047,15.0,144000.0,9600.0,50000.0,1068.0,5.466666666666667,12.0,9.0,4550.0,505.55555555555554,0.0,9.0,74.14830025096965,0.3333333333333333,0.6666666666666666,0.2,1.3333333333333333,1.2,1.4666666666666666,1.8666666666666667,1.5333333333333334,1.5333333333333334,1.2,1.2666666666666666,1.3333333333333333,1.3333333333333333,1.8666666666666667,No,0
PRV52048,,,,,,,,108.0,38820.0,359.44444444444446,2.314814814814815,98.0,,,,,,,,,,,,,,,,No,0
PRV52049,,,,,,,,192.0,55850.0,290.8854166666667,3.59375,189.0,,,,,,,,,,,,,,,,No,0
PRV52051,,,,,,,,89.0,35290.0,396.5168539325843,1.348314606741573,88.0,,,,,,,,,,,,,,,,No,0
PRV52052,5.0,36000.0,7200.0,17000.0,1068.0,2.4,5.0,53.0,12580.0,237.35849056603774,1.6981132075471699,51.0,85.75277207392197,0.0,1.0,0.4,1.0,1.0,1.6,1.8,1.6,1.4,1.0,1.2,1.8,1.6,1.6,No,0
PRV52054,,,,,,,,240.0,78490.0,327.0416666666667,2.7916666666666665,232.0,,,,,,,,,,,,,,,,No,0
PRV52055,,,,,,,,203.0,51010.0,251.2807881773399,3.1527093596059115,148.0,,,,,,,,,,,,,,,,No,0
PRV52056,,,,,,,,60.0,17280.0,288.0,8.166666666666666,52.0,,,,,,,,,,,,,,,,No,0
PRV52057,10.0,148000.0,14800.0,57000.0,1068.0,7.0,9.0,175.0,25770.0,147.25714285714287,2.0,155.0,79.50390143737165,0.5,0.5,0.3,1.2,1.3,1.5,1.9,1.8,1.5,1.1,1.1,1.7,1.5,2.0,No,0
PRV52058,,,,,,,,204.0,55450.0,271.8137254901961,2.9901960784313726,199.0,,,,,,,,,,,,,,,,No,0
PRV52059,13.0,156000.0,12000.0,41000.0,1068.0,7.461538461538462,13.0,1274.0,384810.0,302.0486656200942,3.1161695447409734,420.0,65.8419417680198,0.5384615384615384,0.46153846153846156,0.3076923076923077,1.6153846153846154,1.4615384615384615,1.3076923076923077,1.8461538461538463,1.4615384615384615,1.6923076923076923,1.3076923076923077,1.0769230769230769,1.6923076923076923,1.6923076923076923,1.7692307692307692,Yes,1
PRV52061,,,,,,,,131.0,31790.0,242.67175572519085,2.519083969465649,121.0,,,,,,,,,,,,,,,,No,0
PRV52062,,,,,,,,184.0,56860.0,309.0217391304348,1.3043478260869565,181.0,,,,,,,,,,,,,,,,No,0
PRV52063,88.0,919000.0,10443.181818181818,50000.0,1068.0,5.363636363636363,73.0,704.0,197210.0,280.12784090909093,2.3295454545454546,655.0,76.29316781780848,0.36363636363636365,0.6363636363636364,0.2727272727272727,1.5340909090909092,1.2386363636363635,1.3863636363636365,1.8181818181818181,1.4431818181818181,1.5227272727272727,1.2045454545454546,1.0681818181818181,1.5795454545454546,1.6022727272727273,1.8522727272727273,No,0
PRV52064,38.0,350000.0,9210.526315789473,31000.0,1068.0,4.868421052631579,38.0,2806.0,769680.0,274.29793300071276,3.00784034212402,1499.0,75.10508303613243,0.3684210526315789,0.631578947368421,0.2631578947368421,1.6842105263157894,1.263157894736842,1.394736842105263,1.6578947368421053,1.605263157894737,1.5,1.2105263157894737,1.1578947368421053,1.7105263157894737,1.6842105263157894,1.868421052631579,Yes,1
